Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches
2653,2745,SI-3.4.5,viDAvRutasneha-snehabastivyApad,viḍāvr̥tasnēha-snēhabastivyāpad,विडावृतस्नेह-स्नेहबस्तिव्यापद्,,"the disorder is characterized by viṭsaṅgaḥ [retension of faeces], mutrasaṅgaḥ [obstruction/retention in passage of urine], anilasaṅgaḥ [obstruction to the passage of flatus], artiḥ [pain], gurutvam [heaviness], ādhmānam [abdominal distension], hr̥dgrahaḥ [stiffness in cardiac region]",
2654,2746,SI-3.4.6,aBuktapraNIta-snehabastivyApad,abhuktapraṇīta-snēhabastivyāpad,अभुक्तप्रणीत-स्नेहबस्तिव्यापद्,,the disorder is characterized by ūrdhvaṁ dhāvati tataḥ kaṇṭhād ūrdhvēbhyaḥ khēbhya ēti [enema fluid goes up and comes out from the throat or through the orifices in the upper part of the body],
2655,2747,SI-4,yApanabasti-atiyogaH,yāpanabasti-atiyōgaḥ,यापनबस्ति-अतियोगः,,"the disorder is characterized by śōphaḥ [oedema], agnināśaḥ [loss of agni (digestive power)], pāṇḍutvam [pallor], śūlam [colicky pain in the abdomen], arśaḥ [haemorrhoids], parikartikā [cutting type of pain in anus], jvaraḥ [fever], atisāraḥ [diarrhoea]",
2656,2748,SJ,raktamokShaNa-apacAraH,raktamōkṣaṇa-apacāraḥ,रक्तमोक्षण-अपचारः,,,
2657,2749,SJ-1,raktamokShaNa-ayogaH,raktamōkṣaṇa-ayōgaḥ,रक्तमोक्षण-अयोगः,,"the disorder is characterized by śōphaḥ [oedema], dāhaḥ [burning sensation], rāgaḥ [redness/congestion], pākaḥ [inflammation/suppuration], vēdanā [pain]",
2658,2750,SJ-2,raktamokShaNa-atiyogaH,raktamōkṣaṇa-atiyōgaḥ,रक्तमोक्षण-अतियोगः,,"the disorder is characterized by śirōऽbhitāpaḥ [burning sensation in head], āndhyaḥ [blindness], adhimanthaḥ [eye disease - glacouma], timiraḥ [errors of refraction/partial blindness], dhātukṣayaḥ [diminution of dhātu/ emaciation], ākṣēpakaḥ [convulsion], dāhaḥ [burning sensation], pakṣāghātaḥ [hemiplegia], ēkāṅgavikāram [monoplegia], hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], pāṇḍurōgaḥ [pallor/ clinical features of paṇḍu], maraṇam [death]",
2659,2751,SJ-3,raktamokShamithyAyoga,raktamōkṣamithyāyōga,रक्तमोक्षमिथ्यायोग,,"the disorder is characterized by gambhīra-śvayathuḥ [profound swelling], stambhaḥ [rigidity/stiffness], kampaḥ [tremors], snāyu-āmayāḥ [diseases of tendons and veins], sirā-āmayāḥ [diseases of tendons and veins], glāniḥ [fatigue in mind and body], vātōtthāḥ vikārāḥ [other diseases of vāta origin]",
2660,2752,SJ-4,duShTaraktastaMBanam,duṣṭaraktastaṁbhanam,दुष्टरक्तस्तंभनम्,,"the disorder is characterized by raktapittam [bleeding disorder], jvaraṁ [fever], tr̥ṣṇā [thirst], agnisādam [diminution of agni (digestive power)], arōcakam [tastelessness], kāmalām [clinical features of kāmalā], śvayathum [swelling], gudasaṁśrayaṁ śūlam [anal pain], vaṅkṣaṇasaṁśrayaṁ śūlam [pain in groins], kaṇḍūḥ [itching], aruḥ [redness], kōṭhaḥ [wheal like skin eruptions], piḍakā [papule/ eruptions], kuṣṭhaḥ [skin diseases], pāṇḍu [clinical features of pāṇḍu], vātavibandham [obstruction to passage of flatus], mūtravibandham [obstruction to passage of urine], purīṣavibandham [retention/obstruction to passage of feces], śirōrujam [headache], staimityam [a sensation of being covered with wet clothes], gurugātratvam [heaviness of the body], anyāḥ raktajāḥ gadāḥ [other diseases of rakta origin]",
2661,2753,SK,nasyakarma-cikitsApacAraH,nasyakarma-cikitsāpacāraḥ,नस्यकर्म-चिकित्सापचारः,,,
2662,2754,SK-1,nasya-atiyogaH,nasya-atiyōgaḥ,नस्य-अतियोगः,,"the disorder is characterized by śirōऽrtiḥ [headache], akṣi-artiḥ [pain in eyes], śaṅkha-artiḥ [pain in temporal parts], śravaṇa-artiḥ [pain in ears], śirastōdaḥ [pricking type of pain in head], akṣitōdaḥ [pricking type of pain in eyes], śaṅkhatōdaḥ [pricking type of pain in temporal parts], śravaṇatōdaḥ [pricking type of pain in ears], timiram [fainting/ blackouts/ partial blindness]",
2663,2755,SK-2,nasya-ayogaH,nasya-ayōgaḥ,नस्य-अयोगः,,"the disorder is characterized by galōpalēpaḥ [adhesion of sticky material in the throat], śirasō gurutvam [heaviness of the head], niṣṭhīvanam [spitting]",
2664,2756,SK-3,nasya-mithyAyogaH/SirovirecanamithyAyogaH/nasyavyApadaH,nasya-mithyāyōgaḥ/śirōvirēcanamithyāyōgaḥ/nasyavyāpadaḥ,नस्य-मिथ्यायोगः/शिरोविरेचनमिथ्यायोगः/नस्यव्यापदः,,,
2665,2757,SK-3.1,ajIrNi-BuktaBaktayornasyavyApadaH,ajīrṇi-bhuktabhaktayōrnasyavyāpadaḥ,अजीर्णि-भुक्तभक्तयोर्नस्यव्यापदः,,"the disorder is characterized by kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], chardiḥ [vomitings], pratiśyāyaḥ [cold, catarrh]",
2666,2758,SK-3.2,pItasnehamadyatoyapAtukAmAnAM nasyavyApadaH,pītasnēhamadyatōyapātukāmānāṁ nasyavyāpadaḥ,पीतस्नेहमद्यतोयपातुकामानां नस्यव्यापदः,,"the disorder is characterized by mukhasrāvaḥ [salivation], nāsāsrāvaḥ [discharge from the nose], akṣyupadēhaḥ [stickiness of eyes], timiraḥ [errors of refraction/partial blindness], śirōrōgaḥ [diseases of the head]",
2667,2759,SK-3.3,snAtaSirasaH nasyavyApadaH,snātaśirasaḥ nasyavyāpadaḥ,स्नातशिरसः नस्यव्यापदः,,"the disorder is characterized by pratiśyāyaḥ [cold, catarrh]",
2668,2760,SK-3.4,kShudhArtasya nasyavyApadaH,kṣudhārtasya nasyavyāpadaḥ,क्षुधार्तस्य नस्यव्यापदः,,the disorder is characterized by vātaprakōpaḥ [clinical features of vāta prakōpa],
2669,2761,SK-3.5,tRuShNArtasya nasyavyApadaH,tr̥ṣṇārtasya nasyavyāpadaḥ,तृष्णार्तस्य नस्यव्यापदः,,"the disorder is characterized by tr̥̄ṣṇābhivr̥ddhiḥ [intense thirst], mukhaśōṣaḥ [dryness of mouth]",
2670,2762,SK-3.6,SrAntapipAsitakShudhitAnAM vamanavyApadaH,śrāntapipāsitakṣudhitānāṁ vamanavyāpadaḥ,श्रान्तपिपासितक्षुधितानां वमनव्यापदः,,the disorder is characterized by cittōpaghātaḥ [mental damage],
2671,2763,SK-3.7,SastradaNDahatayo nasyavyApadaH,śastradaṇḍahatayō nasyavyāpadaḥ,शस्त्रदण्डहतयो नस्यव्यापदः,,the disorder is characterized by tīvrataraṁ rujam [excruciating pain],
2672,2764,SK-3.8,vyavAyavyAyAmapAnaklAntAnAM nasyavyApadaH,vyavāyavyāyāmapānaklāntānāṁ nasyavyāpadaḥ,व्यवायव्यायामपानक्लान्तानां नस्यव्यापदः,,"the disorder is characterized by śiraḥpīḍanam [pain in head], skandhapīḍanam [pain in shoulders], nētrapīḍanam [pain in eyes], uraḥpīḍanam [pain in chest]",
2673,2765,SK-3.9,navajvaraSokABitaptayo nasyavyApadaH,navajvaraśōkābhitaptayō nasyavyāpadaḥ,नवज्वरशोकाभितप्तयो नस्यव्यापदः,,"the disorder is characterized by timiraḥ [errors of refraction/partial blindness], jvaravr̥ddhiḥ [aggravation of fever]",
2674,2766,SK-3.10,viriktasya nasyavyApadaH,viriktasya nasyavyāpadaḥ,विरिक्तस्य नस्यव्यापदः,,the disorder is characterized by indriyōpaghātaḥ [affliction of sense organs],
2675,2767,SK-3.11,anuvAsitasya nasyavyApadaH,anuvāsitasya nasyavyāpadaḥ,अनुवासितस्य नस्यव्यापदः,,"the disorder is characterized by śirōgurutvam [heaviness of head], [], []",
2676,2768,SK-3.12,garBiNyA nasyavyApadaH,garbhiṇyā nasyavyāpadaḥ,गर्भिण्या नस्यव्यापदः,,"the disorder is characterized by garbhaṁ stambhayēt [growth of foetus is arrested], kāṇaḥ [blind by one eye], kuṇiḥ [with deformity of upper limbs/ hump backed], pakṣahataḥ [hemiplegic], pīṭhasarpī [with deformity of the lower limbs]",
2677,2769,SK-3.13,navapratiSyAyArtasya nasyavyApadaH,navapratiśyāyārtasya nasyavyāpadaḥ,नवप्रतिश्यायार्तस्य नस्यव्यापदः,,the disorder is characterized by srōtāṁsi vyāpādayēt [morbidity to channels of circulation],
2678,2770,SK-3.14,anRutau durdine ca nasyavyApadaH,anr̥tau durdinē ca nasyavyāpadaḥ,अनृतौ दुर्दिने च नस्यव्यापदः,,"the disorder is characterized by śītadōṣāḥ [ailments due to cold], pūtinasyaḥ [putrified rhinitis], śirōrōgaḥ [diseases of the head]",
2679,2771,SK-4,snehananasya-ayogaH/hInayogaH,snēhananasya-ayōgaḥ/hīnayōgaḥ,स्नेहननस्य-अयोगः/हीनयोगः,,"the disorder is characterized by vātavaiguṇyam [derangement/impairment of vāta], indriyāṇāṁ rūkṣatā [dryness of sense organs], rōga-aśāntiḥ [no relief from the disease]",
2680,2772,SK-5,snehananasya-atiyogaH,snēhananasya-atiyōgaḥ,स्नेहननस्य-अतियोगः,,"the disorder is characterized by kaphaprasēkaḥ [mucoid expectoration], śirasō gurutā [heaviness of the head], indriyavibhramaḥ [abnormality in the functioning of sense organs]",
2681,2773,SK-6,Sirovirecananasya-ayogaH/hInayogaH,śirōvirēcananasya-ayōgaḥ/hīnayōgaḥ,शिरोविरेचननस्य-अयोगः/हीनयोगः,,"the disorder is characterized by kaṇḍūḥ [itching], upadēhaḥ [greasiness /annointing], srōtasāṁ gurutā [heaviness in the channels], kaphasaṁsravaḥ [secretion of mucus]",
2682,2774,SK-7,Sirovirecananasya-atiyogaH,śirōvirēcananasya-atiyōgaḥ,शिरोविरेचननस्य-अतियोगः,,"the disorder is characterized by mastuluṅgāgamaḥ [protrusion of the brain matter], vātavr̥ddhiḥ [features of increased vāta], indriyavibhramaḥ [abnormality in the functioning of sense organs], śirasaḥ śūnyatā [feeling of emptiness in the head]",
2683,2775,SL,dhUmapAna-apacAraH,dhūmapāna-apacāraḥ,धूमपान-अपचारः,,,
2684,2776,SL-1,akAladhUmapAnaH,akāladhūmapānaḥ,अकालधूमपानः,,"the disorder is characterized by bhramaḥ/śirōbhramaḥ [giddiness or dizziness], mūrcchā [syncope/attacks of swooning], śirōrujā [headache], ghrāṇa-dāruṇōpaghātaḥ [disturbed function, injury of nose], śrōtra-dāruṇōpaghātaḥ [disturbed function, injury of ears], akṣi-dāruṇōpaghātaḥ [disturbed function, injury of eyes], jihvā-dāruṇōpaghātaḥ [disturbed function, injury of tongue], raktapittaḥ [bleeding disorder], bādhiryaḥ [deafness/ hearing impairment], āndhyam [blindness], tr̥ṭ [thirst], mūkatvam [dumbness/ aphasia], madaḥ [intoxication]",
2685,2777,SL-2,dhUmapAna-ayogaH,dhūmapāna-ayōgaḥ,धूमपान-अयोगः,,"the disorder is characterized by aviśuddhaḥ svaraḥ [not clear voice], sakaphaḥ kaṇṭhaḥ [throat filled with kapha/ mucus], stimitō mastakaḥ [feeling of head as if wrapped with wet cloth], rōgāpraśamanaḥ [disease not pacified]",
2686,2778,SL-3,dhUmapAna-atiyogaH,dhūmapāna-atiyōgaḥ,धूमपान-अतियोगः,,"the disorder is characterized by tāluśōṣaḥ [dryness of palate], mūrdhaśōṣaḥ [feeling, dryness in head], kaṇṭhaśōṣaḥ/galaśōṣaḥ [dryness in the throat], tāluparitāpaḥ/tāluparidāhaḥ [hotness in palate], mūrdhaparitāpaḥ/śirōऽbhitāpaḥ [hotness in head], kaṇṭhaparitāpaḥ/galaparidāhaḥ [hotness in throat], tr̥ṣā/pipāsā [thirst], mōhaḥ [confusion/delirium], raktam adhikaṁ sravatē/raktapittaḥ [profuse bleeding], atyarthaṁ śirōbhramaḥ [severe giddiness or dizziness], mūrcchā [syncope/attacks of swooning], indriyōpatāpaḥ [impairment of the functions of sense organs], bhramaḥ [giddiness or dizziness], madaḥ [intoxication], karṇakṣvēḍaḥ [constant sound (flute like) in ear], dr̥ṣṭirōgaḥ [diseases of eyes], nāsārōgaḥ [diseases of nose], daurbalyam [weakness], jvaraḥ [fever], indriyōpaghātaḥ [affliction of sense organs], tālupākaḥ [inflammation of palate], dhūmāyanam [smoky/fuming sensation], chardiḥ [vomiting], mr̥tyuḥ [death]",
2687,2779,SL-4,dhUmapAnamithyAyoga,dhūmapānamithyāyōga,धूमपानमिथ्यायोग,,"the disorder is characterized by bādhiryam [deafness/ hearing impairment], āndhyam [blindness], mūkatvam [dumbness/ aphasia], raktapittam [bleeding disorder], śirōbhramam [giddiness], tr̥ṭ [thirst], mūrcchā [syncope/attacks of swooning], madaḥ [intoxication], mōhaḥ [confusion/delirium]",
2688,2780,SM,kavala-cikitsApacAraH,kavala-cikitsāpacāraḥ,कवल-चिकित्सापचारः,,,
2689,2781,SM-1,kavala-hInayogaH,kavala-hīnayōgaḥ,कवल-हीनयोगः,,"the disorder is characterized by jāḍyam [dullness/ frigidity/inactiveness], kaphōtklēśaḥ [nausea with mucous], arasajñānam [ageusia]",
2690,2782,SM-2,kavala-atiyogaH,kavala-atiyōgaḥ,कवल-अतियोगः,,"the disorder is characterized by aruciḥ [tastelessness], pākaḥ [stomatitis], tr̥ṣṇā [thirst]",
2691,2783,SN,AScyotana-apacAraH,āścyōtana-apacāraḥ,आश्च्योतन-अपचारः,,,
2692,2784,SN-1,AScyotana-ayogaH,āścyōtana-ayōgaḥ,आश्च्योतन-अयोगः,,the disorder is characterized by vikāravr̥ddhiḥ/na rōgaśāntiḥ [aggravation of disease],
2693,2785,SN-2,AScyotana-atiyogaH,āścyōtana-atiyōgaḥ,आश्च्योतन-अतियोगः,,"the disorder is characterized by kaṣāyavartmatā [lids getting hard and causing sound], gharṣam [rubbing friction], kr̥cchrāt unmēṣaṇam [difficulty in opening the lids], saṅkōcaḥ [contraction of eyelids], sphuraṇam [pulsating sensation], unmīlanam [winking of eyelids], pravāta-asahatvam [unable to tolerate wind]",
2694,2786,SN-3,atiSIta-AScyotanaH,atiśīta-āścyōtanaḥ,अतिशीत-आश्च्योतनः,,"the disorder is characterized by nistōdaḥ [pricking type of pain], staṁbhaḥ [fixedness of eye], vēdanā [pain], aśruḥ [lacrimation], gharṣaḥ [rubbing friction]",
2695,2787,SN-4,atyuShNatIkShNa-AScyotanaH,atyuṣṇatīkṣṇa-āścyōtanaḥ,अत्युष्णतीक्ष्ण-आश्च्योतनः,,"the disorder is characterized by ruk [pain], rāgaḥ [redness/congestion], dr̥knāśaḥ [loss of vision], dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], dr̥ṣṭidaurbalyam [debility of vision]",
2696,2788,SN-5,aparisruta-AScyotanaH,aparisruta-āścyōtanaḥ,अपरिस्रुत-आश्च्योतनः,,"the disorder is characterized by aśruḥ [lacrimation], gharṣaḥ [rubbing friction], vēdanā [pain], saṁrambhaḥ [redness/ congesion/ inflammation]",
2697,2789,SO,a~jajana-apacAraH,añajana-apacāraḥ,अञजन-अपचारः,,,
2698,2790,SO-1,a~jjana-mithyAyogaH,añjana-mithyāyōgaḥ,अञ्जन-मिथ्यायोगः,,"the disorder is characterized by saṁrambhaḥ [redness/ congesion/ inflammation], aśruḥ [lacrimation], vēdanā [pain], āvilatvam [turbidity/dirtiness], uṣā [burning sensation with sweating and restlessness], rāgaḥ [redness/congestion], dūṣikā [rheum], nistōdam [pricking type of pain], kr̥cchrōnmīlanam [difficulty in opening the eyelids], śvayathuḥ [swelling], śukraḥ [A morbid affection of the iris, change of colour, ulceration, and accompanied by imperfect vision], timiraḥ [errors of refraction/partial blindness]",
2699,2791,SO-2,a~jjanAtiyogaH,añjanātiyōgaḥ,अञ्जनातियोगः,,"the disorder is characterized by santāpaḥ [burning sensation], nistōdaḥ [pricking type of pain], śūlam [intermittent pain], stambhaḥ [loss of movement], gharṣaḥ [rubbing friction], aśru [lacrimation], dāruṇapratibōdhaḥ [difficulty in opening the lids], kaṣāyavartmatā [lids getting hard and causing sound], śirōruk [headache], dr̥ṣṭidaurbalyam [debility of vision]",
2700,2792,SO-3,lekhanA~jjana-apacAraH,lēkhanāñjana-apacāraḥ,लेखनाञ्जन-अपचारः,,,
2701,2793,SO-3.1,lekhanA~jjana-ayogaH,lēkhanāñjana-ayōgaḥ,लेखनाञ्जन-अयोगः,,"the disorder is characterized by ugrataradōṣavat [aggressive form], []",
2702,2794,SO-3.2,lekhanA~jjana-atiyogaH,lēkhanāñjana-atiyōgaḥ,लेखनाञ्जन-अतियोगः,,"the disorder is characterized by jihmanētram [distortion of eyes or vision], dāruṇanētram [hardness in eyes], durvarṇanētram [discoloration of eyes], srastanētram [flabbiness], atīvarūkṣanētram [excessive dryness of eyes], atimātraṁ syandatē [excessive lacrimation]",
2703,2795,SO-4,prasAdA~jjana-apacAraH,prasādāñjana-apacāraḥ,प्रसादाञ्जन-अपचारः,,,
2704,2796,SO-4.1,prasAdA~jjana-ayogaH,prasādāñjana-ayōgaḥ,प्रसादाञ्जन-अयोगः,,the disorder is characterized by apārthakam [insufficient dosage produce no effect at all],
2705,2797,SO-4.2,prasAdanA~jjana-atiyogaH,prasādanāñjana-atiyōgaḥ,प्रसादनाञ्जन-अतियोगः,,,
2706,2798,SO-5,ropaNA~jjana-apacAraH,rōpaṇāñjana-apacāraḥ,रोपणाञ्जन-अपचारः,,,
2707,2799,SO-5.1,ropaNA~jjana-ayogaH,rōpaṇāñjana-ayōgaḥ,रोपणाञ्जन-अयोगः,,the disorder is characterized by apārthakam [insufficient dosage produce no effect at all],
2708,2800,SO-5.2,ropaNA~jjana-atiyogaH,rōpaṇāñjana-atiyōgaḥ,रोपणाञ्जन-अतियोगः,,,
2709,2801,SP,tarpaNa-apacAraH,tarpaṇa-apacāraḥ,तर्पण-अपचारः,,,
2710,2802,SP-1,tarpaNa-hInayogaH,tarpaṇa-hīnayōgaḥ,तर्पण-हीनयोगः,,"the disorder is characterized by rūkṣanētram [dry eyes], āvilanētram [turbid eyes], asrāḍhyanētram [excessive lacrimation], asahaṁ rūpadarśanē [photophobia/ intolerance to perceive vision], vyādhivr̥ddhiḥ [increase in disease characters]",
2711,2803,SP-2,tarpaNa-atiyogaH,tarpaṇa-atiyōgaḥ,तर्पण-अतियोगः,,"the disorder is characterized by gurunētram [heaviness of eye], āvilanētram [confused eyes/ turbid eye], atisnigdhanētram [excessive unctuousness of eye], aśruḥ [lacrimation], kaṇḍūḥ [itching], upadēhaḥ [greasiness], dōṣasamutkliṣṭam [afflicted by dōṣa]",
2712,2804,SQ,puTapAka-apacAraH,puṭapāka-apacāraḥ,पुटपाक-अपचारः,,,
2713,2805,SQ-1,puTapAka-hInayogaH,puṭapāka-hīnayōgaḥ,पुटपाक-हीनयोगः,,"the disorder is characterized by nētrapākaḥ [inflammation/suppuration of eyes], aśruḥ [lacrimation], harṣaṇam [type of pain where internal cooling is felt], dōṣōdgamaḥ [apperance of dōṣa]",
2714,2806,SQ-2,puTapAka-atiyogaH,puṭapāka-atiyōgaḥ,पुटपाक-अतियोगः,,"the disorder is characterized by rujā [Pain], śōphaḥ [oedema], piḍakā [papule/ eruptions], timirōdgamaḥ [appearance of timira/ partial blindness]",
2715,2807,SR,parihArakAla-vyApadaH/aparihArasevana,parihārakāla-vyāpadaḥ/aparihārasēvana,परिहारकाल-व्यापदः/अपरिहारसेवन,,,
2716,2808,SR-1,parihArakAle uccaBAShyam,parihārakālē uccabhāṣyam,परिहारकाले उच्चभाष्यम्,,"the disorder is characterized by śirastāpaḥ [burning sensation in the head], śaṅkhanistōdaḥ [pricking pain in temples], karṇanistōdaḥ [pricking pain in ears], śrōtrōparōdhaḥ [deafness], mukhaśōṣaḥ [dryness of mouth], tāluśōṣaḥ [dryness of palate], kaṇṭhaśōṣaḥ [dryness in the throat], timiraḥ [errors of refraction/partial blindness], pipāsā [thirst], jvaraḥ [fever], tamakaḥ [feeling as if entering into darkness], hanugrahaḥ [lock jaw/catching sensation over jaw], manyāstambhaḥ [torticollis/stiffness of neck], niṣṭhīvanam [spitting], uraḥśūlaḥ [pain in the chest and sides of the neck], pārśvaśūlaḥ [pain in sides of chest/flanks], hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing]",
2717,2809,SR-2,parihArakAle rathakShoBaH,parihārakālē rathakṣōbhaḥ,परिहारकाले रथक्षोभः,,"the disorder is characterized by sandhiśaithilyaḥ [looseness of big joints], parvaśaithilyaḥ [looseness of small joints], hanuśūlaḥ [pain in jaws], nāsāśūlaḥ [nasal pain], karṇaśūlaḥ [earache], śiraḥśūlaḥ [headache], tōdaḥ [pricking pain], kukṣikṣōbhaḥ [irritation in the pelvic region], aṭōpaḥ [gurgling sound of the intestines/ barborygmus], āntrakūjanam [barborygmus/ gurgling sound of intestines], ādhmānam [abdominal distension], hr̥dayōparōdhaḥ [feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia], indriyōparōdhaḥ [obstruction in the functioning of sense organs], sphikvēdanā [pain in the hips / buttocks], pārśvavēdanā [pain in sides of chest/flanks], vaṅkṣaṇavēdanā [pain in the groin], vr̥ṣaṇavēdanā [pain in the scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet]",
2718,2810,SR-3,parihArakAle atica~gkramaNam,parihārakālē aticaṅkramaṇam,परिहारकाले अतिचङ्क्रमणम्,,"the disorder is characterized by pādaśūlaḥ [pain in legs/feet], jaṅghāśūlaḥ [pain in calf region], ūruśūlaḥ [pain in thighs], jānuśūlaḥ [pain in knees], vaṅkṣaṇaśūlaḥ [pain in groins], śrōṇīśūlaḥ [pain in pelvic region], pr̥ṣṭhaśūlaḥ [pain in back], sakthisāda [feeling of weakness/fatigue of thighs], sakthinistōda [pricking pain in legs], piṇḍikōdvēṣṭanāṁ [calf claudication/cramp in the calf muscles], aṅgamardaḥ [generalised bodyache], aṁsābhitāpaḥ [burning sensation in shoulders/ scapula], sirāharṣaḥ [pulsatile veins], dhamanīharṣaḥ [pulsatile arteries], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough]",
2719,2811,SR-4,parihArakAle ati-Asana,parihārakālē ati-āsana,परिहारकाले अति-आसन,,"the disorder is characterized by sphikvēdanā [pain in the hips / buttocks], pārśvavēdanā [pain in sides of chest/flanks], vaṅkṣaṇavēdanā [pain in groins], vr̥ṣaṇavēdanā [pain in scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet]",
2720,2812,SR-5,parihArakAle ajIrNAdhyaSana,parihārakālē ajīrṇādhyaśana,परिहारकाले अजीर्णाध्यशन,,"the disorder is characterized by mukhaśōṣaḥ [dryness of mouth], ādhmānaḥ [abdominal distension], śulaḥ [colicky pain in the abdomen], nistōdaḥ [pricking type of pain], pipāsā [thirst], gātrasādaḥ [exhaustion or tiredness of body], chardiḥ [vomiting], atīsāraḥ [diarrhoea], mūrcchā [syncope/attacks of swooning], jvaraḥ [fever], pravāhaṇam [straining at defecation], āmaviṣaḥ [clinical features of āmaviṣa]",
2721,2813,SR-6,parihArakAle ahitaBojanam,parihārakālē ahitabhōjanam,परिहारकाले अहितभोजनम्,,"the disorder is characterized by anannābhilāṣaḥ [disinclination for food], daurbalyam [weakness], vaivarṇyam [discolouration], kaṇḍūḥ [itching], pāmā [scabies], gātrāvasādaḥ [exhaustion or tirednes to body], grahaṇī [clinical features of grahaṇī], arśaḥ [haemorrhoids]",
2722,2814,SR-7,parihArakAle divAsvapnaH,parihārakālē divāsvapnaḥ,परिहारकाले दिवास्वप्नः,,"the disorder is characterized by arōcakaḥ [tastelessness], avipākaḥ [indigestion], agnināśaḥ [loss of agni (digestive power)], staimityam [a sensation of being covered with wet clothes], pāṇḍutvam [pallor], kaṇḍūḥ [itching], pāmā [scabies], dāhaḥ [burning sensation], chardīḥ [vomiting], aṅgamardaḥ [generalised bodyache], hr̥tstambhaḥ [tightness in the pericordial region], jāḍyam [dullness/ frigidity/inactiveness], tandrā [drowsiness/lassitude], nidrā-prasaṅgaḥ [continuous sleep], granthijanmaḥ [appearance of nodules], daurbalyam [weakness], raktamūtratā [urine with blood, blood coloured urine/ hematuria], raktākṣitā [reddish coloured eyes], tālulēpaḥ [coating over the palate]",
2723,2815,SR-8,parihArakAle maithunam,parihārakālē maithunam,परिहारकाले मैथुनम्,,"the disorder is characterized by āśubalanāśaḥ [instantaneous loss of strength], urusādaḥ [fatigue / weakness in thighs], śirōśūlaḥ [headache], bastiśūlaḥ [pain in basti/ urinary bladder], gudaśūlaḥ [proctalgia], mēḍhraśūlaḥ [penile pain], vaṅkṣaśūlaḥ [pain in groins], ūruśūlaḥ [pain in thighs], jānuśūlaḥ [pain in knees], jaṅghāśūlaḥ [pain in calf region], pādaśūlaḥ [pain in legs/feet], hr̥dayaspandanam [palpitation of heart], nētrapīḍā [pain in eyes], aṅgaśaithilyam [asthenia of limbs], śukramārgaśōṇitāgamanam [bleeding through the seminal passage], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], śōṇitaṣṭhīvanam [haemoptysis], svarāvasādaḥ [sunken voice], kaṭīdaurbalyaḥ [weakness of lumbar region], ēkāṅgarōgaḥ [paralysis of the one part of the body], sarvāṅgarōgaḥ [paralysis of the whole body], muṣkaśvayathu [scrotal oedema], vātasaṅga [retention of vāyu/ flatus], varcasaṅga [retention of stools], mūtrasaṅga [obstruction/retention in passage of urine], śukravisargaḥ [excessive discharge of semen], jāḍyam [dullness/ frigidity/inactiveness], vēpathuḥ [shivering/tremors], bādhiryam [deafness/ hearing impairment], viṣādaḥ [depression], avalupyata iva gudaḥ [a feeling as if the anus is being cut], tāḍyata iva mēḍhram [pain in the phallus as if it is being hit], avasīdatīva manaḥ [a feeling as if the mind is shrinking], vēpatē hr̥dayam [trembling of the heart], pīḍyantē sandhayaḥ [pain in joints], tamaḥ pravēśyata iva [feels as entering into darkness]",
2724,2816,SS,Sastrakarma-apacAraH,śastrakarma-apacāraḥ,शस्त्रकर्म-अपचारः,,,
2725,2817,SS-1,SastrakShArAgniviBrama (arSasAM),śastrakṣārāgnivibhrama (arśasāṁ),शस्त्रक्षाराग्निविभ्रम (अर्शसां),,"the disorder is characterized by puṁstvōpaghātaḥ [impotence/loss of sexual vigor], śvayathuḥ gudē [swelling in the anus], vēgavinigrahaḥ [lack of urge for deaecation], ādhmān [abdominal distension], dāruṇaṁ śūlam [excruciating pain], vyathā [uneasiness/ agitation/feeling of discomfort], raktātivartanam [excessive bleeding], rūḍhānāṁ punarvirōhaḥ [recurrence of the pile mass after these are healed], klēdaḥ [moistening / soddening], gudabhraṁśaḥ [rectal prolapse], śīghramaraṇam [instant death]",
2726,2818,SS-2,karNavyadhajanyarogaH,karṇavyadhajanyarōgaḥ,कर्णव्यधजन्यरोगः,,,
